"u","v","w","vel_mag","f00","f01","f02","f03","f04","f05","f06","f07","f08","f09","f10","f11","f12","f13","f14","f15","f16","f17","f18","rho","press","fluid","ThID","Points:0","Points:1","Points:2"
0.6388,0.61958,0.0058829,0.88998,-0.51325,3.4518,-0.40771,3.5312,-0.13888,-0.090596,-0.1673,3.327,0.11586,5.069,1.6493,1.7348,-0.13845,1.7236,-0.14518,1.6796,-0.015389,1.7156,-0.091653,22.289,7.4297,1,0,0.7931,0.10345,0.1272
0.65217,0.63439,0.012757,0.90992,-0.57049,3.4704,-0.37164,3.5858,-0.12286,-0.12571,-0.18152,3.3511,0.076511,5.0727,1.5133,1.7971,-0.14159,1.7013,-0.15432,1.7379,-0.0186,1.6874,-0.086181,22.221,7.4068,1,0,0.78357,0.10345,0.13793
0.52376,0.50417,0.0036858,0.72701,1.4354,3.605,-0.36564,3.5496,-0.15477,0.083164,0.135,5.1982,1.7801,5.1695,1.6379,1.8643,-0.11527,1.7842,-0.12135,1.7204,-0.025354,1.7443,-0.098927,28.826,9.6085,1,0,0.7931,0.12735,0.13793
0.49359,0.47746,9.2519e-05,0.68676,2.0064,3.6563,-0.3134,3.5591,-0.183,0.13808,0.22546,6.0044,2.3038,5.1925,1.5577,1.8902,-0.10694,1.8247,-0.11041,1.7261,-0.032652,1.7801,-0.10803,31.01,10.337,1,0,0.79732,0.13793,0.13793
0.65453,0.65283,0.0050927,0.92446,-0.25736,3.5569,-0.054111,3.4507,-0.25185,0.011012,-0.12002,5.6887,0.64716,5.0996,0.8442,1.8025,0.08639,1.9014,-0.15821,1.584,-0.035632,1.8584,-0.16302,25.491,8.4969,1,0,0.82759,0.13793,0.10386
0.57824,0.61094,0.0047794,0.84121,0.15999,3.4642,-0.069964,3.9031,-0.26101,0.087713,-0.10544,4.6951,1.1177,5.1766,0.94229,1.8005,-0.035012,1.8231,-0.12815,1.7832,-0.053459,2.0223,-0.15398,26.169,8.7229,1,0,0.82759,0.17241,0.11934
0.5393,0.5536,0.0032237,0.77294,0.5851,3.5259,-0.2119,3.8997,-0.22383,0.090755,-0.0022933,4.6713,1.4462,5.136,1.346,1.8453,-0.13354,1.7829,-0.10209,1.7851,-0.050363,1.8932,-0.12067,27.163,9.0543,1,0,0.81107,0.17241,0.13793
0.58783,0.60205,0.00066368,0.84144,0.039369,3.5499,-0.080331,3.8028,-0.26307,0.063519,-0.034793,5.0965,1.116,5.1056,1.1144,1.8459,-0.12875,1.8426,-0.10901,1.7598,-0.064163,1.9011,-0.14101,26.417,8.8055,1,0,0.82759,0.2069,0.13481
0.58077,0.59275,0.0003917,0.82986,0.1078,3.5562,-0.10551,3.8069,-0.25624,0.063049,-0.020675,5.1025,1.1769,5.1008,1.1838,1.8506,-0.14623,1.8326,-0.10456,1.7639,-0.063447,1.8851,-0.13521,26.598,8.8661,1,0,0.82482,0.2069,0.13793
0.58751,0.6014,0.00092519,0.84074,0.0089711,3.5546,-0.087773,3.8124,-0.26254,0.060275,-0.045827,5.0986,1.1213,5.097,1.1451,1.8487,-0.14904,1.8344,-0.1042,1.7724,-0.065846,1.895,-0.13713,26.396,8.7988,1,0,0.82759,0.21384,0.13793
0.58348,0.59252,0.0050876,0.83163,0.38496,3.6067,-0.090497,3.7538,-0.25103,0.14107,-0.029012,5.2675,1.0733,5.2491,1.1318,1.8783,-0.10505,1.8333,-0.059663,1.7683,-0.041307,1.8734,-0.11917,27.266,9.0886,1,0,0.83856,0.24138,0.13793
0.48761,0.48038,0.0019755,0.6845,1.8929,3.6238,-0.16239,3.5213,-0.15441,0.43638,0.16794,5.345,1.6661,5.372,1.6881,1.8569,0.088456,1.9301,-0.04494,1.5283,0.020006,1.971,-0.15215,30.594,10.198,1,0,0.86207,0.24138,0.11147
0.53003,0.52541,0.0057535,0.74635,1.5487,3.6826,-0.11343,3.6688,-0.19652,0.37407,0.1462,5.4906,1.3459,5.4906,1.3459,1.9055,0.029849,1.8755,-0.0021189,1.6012,0.014871,1.8474,-0.11038,29.945,9.9818,1,0,0.86207,0.27586,0.12695
0.56813,0.57075,0.0069696,0.80537,0.9228,3.6755,-0.083588,3.7683,-0.23663,0.2515,0.064449,5.4396,1.115,5.4396,1.115,1.9144,-0.05047,1.8354,-0.0082299,1.7056,-0.010578,1.8122,-0.096691,28.573,9.5244,1,0,0.85231,0.27586,0.13793
0.56068,0.55759,0.008877,0.79079,1.3044,3.7243,-0.078685,3.732,-0.2264,0.32986,0.13077,5.5748,1.1031,5.5748,1.1031,1.94,-0.011738,1.8368,0.028266,1.6759,0.011227,1.7688,-0.080738,29.441,9.8135,1,0,0.86207,0.30033,0.13793
0.55388,0.54414,0.0074054,0.77662,1.2645,3.7246,-0.1242,3.6994,-0.2248,0.26562,0.10504,5.5144,1.2575,5.5144,1.2575,1.9256,-0.059896,1.8383,-0.032221,1.6624,0.0068797,1.7598,-0.089018,29.266,9.7552,1,0,0.86606,0.31034,0.13793
0.5618,0.5133,-0.027725,0.76149,-1.4545,3.3499,-0.70096,3.5809,-0.33854,0.035047,0.11632,4.573,2.0372,4.573,2.0372,1.7049,-0.27292,2.0804,-0.32884,1.4124,-0.016889,1.7917,-0.13077,24.049,8.0162,1,0,0.89655,0.31034,0.10361
0.53482,0.48086,-0.016951,0.71952,-0.36606,3.5196,-0.59762,3.522,-0.28173,-0.082187,0.022656,4.7898,2.2171,4.7898,2.2171,1.7548,-0.34269,1.9764,-0.40337,1.4788,-0.021141,1.7465,-0.14046,25.799,8.5997,1,0,0.89655,0.34483,0.11908
0.53047,0.4978,0.0023383,0.72783,1.1269,3.7254,-0.28093,3.587,-0.21928,0.044417,0.016463,5.3067,1.7889,5.3067,1.7889,1.876,-0.22572,1.8434,-0.2405,1.6161,-0.0080895,1.729,-0.11753,28.664,9.5546,1,0,0.87981,0.34483,0.13793
0.50784,0.44843,-0.0061781,0.67756,0.72236,3.6894,-0.49428,3.4631,-0.22494,-0.19942,-0.071007,5.0065,2.3969,5.0065,2.3969,1.8046,-0.41246,1.8724,-0.4779,1.5452,-0.025392,1.7012,-0.15014,27.55,9.1832,1,0,0.89655,0.37931,0.13456
0.50706,0.45146,-0.0027286,0.67905,0.98934,3.7262,-0.43765,3.4747,-0.21377,-0.17678,-0.072114,5.099,2.3204,5.099,2.3204,1.8263,-0.39154,1.8486,-0.44877,1.5698,-0.023058,1.6981,-0.14604,28.062,9.354,1,0,0.89356,0.37931,0.13793
0.50197,0.44137,-0.003832,0.66842,0.95938,3.7263,-0.47177,3.4502,-0.21257,-0.22495,-0.091403,5.0537,2.4361,5.0537,2.4361,1.8155,-0.42765,1.8497,-0.49413,1.5597,-0.026318,1.6914,-0.15225,27.931,9.3103,1,0,0.89655,0.38682,0.13793
0.54372,0.51981,-0.0021709,0.75326,0.16441,3.6559,-0.56771,3.787,-0.232,-0.095347,-0.053355,5.0344,1.9877,5.0344,1.9877,1.7907,-0.37662,1.8393,-0.35394,1.8032,-0.013689,1.8864,-0.14828,27.13,9.0433,1,0,0.90731,0.41379,0.13793
0.67324,0.74808,0.0041595,1.0064,-0.78345,3.6205,-0.42238,4.7515,-0.26387,-0.27926,-0.39514,5.6506,0.63579,5.6506,0.63579,1.7053,-0.1279,1.7887,-0.06071,2.2665,-0.068621,2.2027,-0.14996,26.357,8.7856,1,0,0.93103,0.41379,0.11122
0.65158,0.71609,0.002615,0.96818,-1.2505,3.551,-0.62923,4.6231,-0.27025,-0.0070174,-0.14846,5.2688,0.84592,5.2688,0.84592,1.7231,-0.20678,1.8047,-0.051406,2.3093,-0.020648,2.2687,-0.14392,25.781,8.5937,1,0,0.93103,0.44828,0.1267
0.59711,0.62009,-4.7339e-05,0.8617,-0.85186,3.5659,-0.69035,4.2175,-0.25685,0.07033,-0.0047147,5.0096,1.4145,5.0096,1.4145,1.759,-0.31139,1.8259,-0.17473,2.1145,0.0024549,2.1357,-0.14321,26.106,8.7021,1,0,0.92105,0.44828,0.13793
0.63585,0.69288,0.001494,0.94042,-1.5895,3.5005,-0.77936,4.5299,-0.27488,0.19058,0.03059,4.9916,0.99843,4.9916,0.99843,1.736,-0.26404,1.8162,-0.044653,2.3404,0.014173,2.3166,-0.13953,25.363,8.4544,1,0,0.93103,0.4733,0.13793
0.62051,0.67889,0.0024569,0.91977,-0.94634,3.557,-0.5417,4.5276,-0.24797,0.29208,0.14113,5.1739,0.88576,5.1739,0.88576,1.7685,-0.18063,1.8174,-0.011683,2.2988,0.029133,2.2983,-0.1144,26.807,8.9356,1,0,0.9348,0.48276,0.13793
0.56455,0.62788,0.005969,0.84445,1.3995,3.763,0.32516,4.5193,-0.1498,0.66228,0.54429,5.8389,0.47481,5.8389,0.47481,1.8872,0.12359,1.8218,0.10857,2.1473,0.083697,2.2316,-0.022733,32.072,10.691,1,0,0.94855,0.51724,0.13793
0.45193,0.53278,0.00047664,0.69877,5.1832,3.8728,1.2979,4.2145,0.069125,0.84033,0.81946,6.3729,0.06802,6.3729,0.06802,2.1191,0.68661,1.9089,0.86013,2.0051,0.16336,2.225,-0.013194,39.134,13.045,1,0,0.96552,0.51724,0.11883
0.48722,0.55884,0.0084396,0.74151,4.4629,3.9898,1.3765,4.4531,-0.010109,1.0663,0.99965,6.6052,-0.013289,6.6052,-0.013289,2.0498,0.53458,1.8426,0.37135,1.9687,0.15337,2.1636,0.070744,38.677,12.892,1,0,0.96552,0.55172,0.13431
0.50858,0.57687,0.0094811,0.76913,3.7453,3.9689,1.192,4.5109,-0.051623,1.0325,0.94747,6.5039,0.063853,6.5039,0.063853,2.0058,0.42782,1.8261,0.22882,1.9957,0.13826,2.1649,0.068935,37.337,12.446,1,0,0.9623,0.55172,0.13793
0.49548,0.56494,0.010303,0.75151,4.2943,4.0171,1.3949,4.5089,-0.02865,1.1191,1.0418,6.6595,-0.032316,6.6595,-0.032316,2.0336,0.49901,1.8271,0.25697,1.9602,0.15103,2.1493,0.090386,38.57,12.857,1,0,0.96552,0.55979,0.13793
0.34416,0.3924,0.0071565,0.522,6.9185,3.9243,2.1029,3.7879,0.63605,1.3186,1.3925,5.9499,1.3018,5.9499,1.3018,1.8589,1.0079,1.8028,0.49722,1.6322,0.37551,1.8273,0.39719,43.983,14.661,1,0,0.97605,0.58621,0.13793
-0,0,0,0,11.675,3.309,3.309,1.9458,1.9458,1.9645,2.0194,3.6064,3.6064,3.6064,3.6064,1.6883,2.1084,2.0535,1.6334,0.98225,0.98225,1.0097,1.0097,52.061,17.354,1,0,1,0.58621,0.11097
-0,0,0,0,12.37,3.5409,3.5409,2.0617,2.0617,1.8541,2.1173,4.0252,4.0252,4.0252,4.0252,1.5581,2.1411,1.8778,1.2949,0.92704,0.92704,1.0587,1.0587,54.491,18.164,1,0,1,0.62069,0.12644
0.14661,0.16716,0.0030486,0.22237,10.344,3.803,3.0271,2.8465,1.5038,1.5789,1.8502,5.0235,3.0434,5.0235,3.0434,1.6308,1.6723,1.771,0.81087,1.2039,0.66858,1.407,0.79773,51.05,17.017,1,0,0.9898,0.62069,0.13793
-0,0,0,0,12.887,3.713,3.713,2.1478,2.1478,1.7722,2.19,4.336,4.336,4.336,4.336,1.4615,2.1653,1.7475,1.0437,0.88608,0.88608,1.095,1.095,56.295,18.765,1,0,1,0.64628,0.13793
0.077425,0.09708,0,0.12418,5.1515,1.084,0.67975,-0.20513,-0.79488,0.88739,0.74264,3.0797,4.3859,4.5477,2.2636,0.56055,0.34828,0.46887,0.29396,-0.1391,-0.32439,0.14812,-0.32084,22.858,7.6192,1,0,0.72414,0,0.15841
1.7343,1.3542,0.037122,2.201,-3.9041,2.6345,0.095847,1.5743,-0.052552,-0.86573,-0.5647,0.4565,-1.0867,3.6835,0.74931,1.4875,0.071722,1.1477,0.019136,0.77373,0.00025548,0.65074,0.012336,6.8833,2.2944,1,0,0.72414,0.031205,0.17241
0.077573,0.096267,0,0.12363,4.6319,0.97512,0.61094,-0.23102,-0.76229,0.8912,0.65885,2.7448,4.1144,4.2523,2.0215,0.55609,0.3427,0.41587,0.26085,-0.32781,-0.36801,0.15191,-0.39331,20.546,6.8487,1,0,0.7117,0,0.17241
1.9051,1.4849,0.04068,2.4158,-4.8007,2.8088,0.042922,1.7639,0.021992,-1.0503,-0.69321,0.21616,-1.6333,3.6238,0.6143,1.5853,0.045836,1.2246,-0.0020208,0.88942,0.038934,0.70314,0.054941,5.4546,1.8182,1,0,0.72544,0.034483,0.17241
0.45341,0.3556,0.00014365,0.57623,2.7936,3.3921,0.026083,1.6745,-0.30339,0.45209,0.70038,6.0387,3.2472,4.9934,1.3925,1.9089,-0.039322,1.5877,-0.0077429,0.86908,-0.14716,0.9025,-0.14344,29.338,9.7792,1,0,0.73919,0.068966,0.17241
0.4408,0.34546,0.0054305,0.56008,3.308,3.6239,0.067642,1.7449,-0.31087,0.51496,0.56422,6.6792,3.6964,5.2367,1.4417,1.8629,0.013686,1.7659,-0.020966,0.94159,-0.11613,0.89096,-0.1622,31.742,10.581,1,0,0.75862,0.068966,0.15054
0.67826,0.65945,-0.00011029,0.94603,-0.46606,3.3031,-0.19761,3.3468,-0.1416,-0.21973,0.20446,3.2932,0.0062823,4.7979,1.0233,1.8794,-0.21181,1.6005,-0.12035,1.7168,-0.05246,1.5431,-0.11345,21.192,7.0639,1,0,0.75862,0.10345,0.16602
0.67159,0.64979,-0.003804,0.93449,-0.40816,3.265,-0.19368,3.2846,-0.1396,-0.22502,0.3061,3.28,0.059927,4.7353,1.0294,1.8982,-0.24029,1.5776,-0.11115,1.7102,-0.058765,1.5119,-0.11972,21.162,7.0539,1,0,0.75294,0.10345,0.17241
0.61345,0.59253,0.00023939,0.8529,0.48185,3.3725,-0.15636,3.1978,-0.17018,-0.042791,0.37174,4.2116,0.73967,4.8128,1.0534,1.9305,-0.20705,1.6185,-0.10038,1.7454,-0.069871,1.569,-0.12524,24.233,8.0777,1,0,0.75862,0.11769,0.17241
0.52274,0.49887,0.0046919,0.72261,1.7837,3.5253,-0.17753,3.0572,-0.20518,0.23398,0.46086,5.535,1.8108,4.9229,1.2061,1.9765,-0.18512,1.6766,-0.056859,1.7846,-0.081383,1.6472,-0.1336,28.781,9.5937,1,0,0.76669,0.13793,0.17241
0.47905,0.45803,0.00027089,0.66279,2.2437,3.6454,-0.34804,3.4652,-0.17409,0.18137,0.28995,5.9493,2.4373,5.1725,1.604,1.9053,-0.11824,1.801,-0.088112,1.7188,-0.034621,1.7503,-0.10876,31.292,10.431,1,0,0.7931,0.13793,0.14268
0.51625,0.51429,0.0014348,0.72871,1.2086,3.4865,-0.3624,3.7092,-0.19045,0.10535,0.28402,4.5735,1.4703,5.0109,1.5297,1.9118,-0.17951,1.6966,-0.019833,1.8127,-0.052275,1.7178,-0.12023,27.592,9.1974,1,0,0.7931,0.17241,0.15816
0.54416,0.54454,0.0032317,0.76984,1.0043,3.437,-0.30251,3.6752,-0.1945,0.087566,0.40445,4.4226,1.104,4.9161,1.3614,1.9408,-0.22682,1.6349,-0.019311,1.8759,-0.06566,1.6328,-0.12508,26.563,8.8544,1,0,0.78044,0.17241,0.17241
0.52137,0.51425,-0.0033758,0.73232,0.98702,3.449,-0.38448,3.4196,-0.18967,0.047463,0.42706,5.0065,1.5671,4.9256,1.5553,1.8936,-0.21668,1.6373,0.044452,1.8824,-0.063114,1.6567,-0.1288,27.516,9.1721,1,0,0.7931,0.20418,0.17241
0.52251,0.51558,-0.0036016,0.73407,0.94953,3.4499,-0.37826,3.4049,-0.19132,0.037126,0.43091,5.0493,1.5734,4.9241,1.552,1.8887,-0.21153,1.6372,0.042159,1.8878,-0.064722,1.6549,-0.1284,27.508,9.1692,1,0,0.79419,0.2069,0.17241
0.54443,0.54438,-0.00023187,0.76993,0.57249,3.4546,-0.30748,3.5052,-0.2159,-0.025324,0.44207,4.9169,1.3295,4.8947,1.4205,1.8845,-0.1658,1.6402,0.0083261,1.9358,-0.085182,1.5771,-0.11713,26.665,8.8884,1,0,0.80793,0.24138,0.17241
0.58291,0.5962,0.0023079,0.83382,-0.044846,3.5139,-0.12263,3.7139,-0.25841,-0.014156,0.10632,5.048,1.1321,5.0094,1.1765,1.856,-0.12985,1.7626,-0.080042,1.8645,-0.083259,1.7681,-0.12419,26.094,8.698,1,0,0.82759,0.24138,0.15029
0.56735,0.58096,0.00034285,0.81204,-0.045224,3.4665,-0.15596,3.699,-0.25324,-0.098113,0.36924,4.8998,1.2157,4.8998,1.2157,1.8642,-0.10632,1.676,-0.054129,1.924,-0.10507,1.5866,-0.10798,25.89,8.6302,1,0,0.82759,0.27586,0.16577
0.55536,0.56469,-0.00041438,0.79204,0.14022,3.4487,-0.21149,3.6326,-0.24047,-0.10147,0.4701,4.8653,1.289,4.8653,1.289,1.8728,-0.11712,1.6392,-0.027583,1.9433,-0.10564,1.5272,-0.10586,26.073,8.691,1,0,0.82168,0.27586,0.17241
0.56266,0.57544,-8.5e-05,0.80481,-0.045387,3.4461,-0.17027,3.6606,-0.25102,-0.13416,0.48214,4.8527,1.2325,4.8527,1.2325,1.8678,-0.096218,1.6388,-0.043002,1.9582,-0.11443,1.5064,-0.10102,25.775,8.5916,1,0,0.82759,0.29067,0.17241
0.56047,0.57252,0.0048214,0.80125,0.13422,3.4711,-0.12441,3.6428,-0.24943,-0.0825,0.41533,4.9599,1.2373,4.9599,1.2373,1.8962,-0.088043,1.626,-0.044369,1.9207,-0.10091,1.5328,-0.11834,26.226,8.7419,1,0,0.83543,0.31034,0.17241
0.55968,0.55825,0.01052,0.79058,1.2314,3.7024,-0.064346,3.7125,-0.2287,0.29897,0.13829,5.542,1.1227,5.542,1.1227,1.9469,-0.018066,1.8037,0.018193,1.6912,0.0025943,1.7497,-0.093306,29.221,9.7403,1,0,0.86207,0.31034,0.14243
0.55625,0.56049,0.016177,0.78986,0.97989,3.6269,-0.014973,3.6453,-0.2366,0.19262,0.16419,5.4294,1.1902,5.4294,1.1902,1.9705,-0.039856,1.6896,-0.016493,1.744,-0.027131,1.6841,-0.13658,28.465,9.4882,1,0,0.86207,0.34483,0.1579
0.55663,0.56739,0.01342,0.79502,0.44899,3.515,-0.044037,3.6116,-0.24663,0.0080378,0.29825,5.1477,1.2457,5.1477,1.2457,1.9459,-0.073716,1.6036,-0.046765,1.855,-0.077213,1.5791,-0.1487,27.015,9.0051,1,0,0.84918,0.34483,0.17241
0.55303,0.56259,0.021481,0.78918,0.74409,3.5561,0.031315,3.5823,-0.24401,0.092919,0.18848,5.3238,1.2536,5.3238,1.2536,1.9926,-0.060284,1.5826,-0.049011,1.7934,-0.054999,1.6225,-0.17715,27.756,9.2519,1,0,0.86207,0.37716,0.17241
0.55338,0.56173,0.020924,0.78882,0.73216,3.5581,0.015318,3.5753,-0.245,0.092153,0.18918,5.315,1.2657,5.315,1.2657,1.9902,-0.068453,1.5838,-0.05204,1.7899,-0.055165,1.6261,-0.17907,27.714,9.238,1,0,0.86293,0.37931,0.17241
0.55892,0.54798,0.012005,0.78309,0.54113,3.589,-0.24086,3.4628,-0.2608,0.079887,0.20038,5.1743,1.4609,5.1743,1.4609,1.9526,-0.19928,1.6026,-0.10056,1.7343,-0.057817,1.6832,-0.20982,27.047,9.0158,1,0,0.87668,0.41379,0.17241
0.52478,0.47182,-0.0027991,0.70577,0.71556,3.6939,-0.52073,3.3976,-0.23752,-0.12414,0.016731,5.0247,2.1928,5.0247,2.1928,1.8445,-0.41388,1.7725,-0.38057,1.5927,-0.038724,1.7176,-0.18807,27.282,9.0941,1,0,0.89655,0.41379,0.15004
0.55394,0.51076,-0.0014786,0.75352,0.40387,3.6523,-0.58332,3.3302,-0.26943,0.0047201,0.15497,4.9875,1.8818,4.9875,1.8818,1.8817,-0.39627,1.6738,-0.2354,1.635,-0.054583,1.751,-0.23387,26.453,8.8177,1,0,0.89655,0.44828,0.16552
0.56446,0.53424,0.0030854,0.77736,0.3501,3.62,-0.49703,3.3504,-0.2766,0.067622,0.21159,5.0336,1.6562,5.0336,1.6562,1.915,-0.33011,1.6214,-0.14907,1.6786,-0.06047,1.7404,-0.24057,26.381,8.7936,1,0,0.89042,0.44828,0.17241
0.56693,0.52811,-0.00089,0.7748,0.26495,3.6338,-0.61121,3.3002,-0.28364,0.062155,0.21658,4.9709,1.7432,4.9709,1.7432,1.8982,-0.38842,1.6298,-0.17069,1.6538,-0.061652,1.7659,-0.25428,26.084,8.6946,1,0,0.89655,0.46365,0.17241
0.58919,0.56574,-0.0039107,0.81712,0.34948,3.6165,-0.56587,3.5342,-0.25608,-0.057422,0.18113,4.9875,1.4726,4.9875,1.4726,1.8859,-0.34072,1.7591,-0.18084,1.8045,-0.092869,1.7961,-0.25386,26.099,8.6998,1,0,0.90417,0.48276,0.17241
0.63976,0.69355,-0.00048132,0.9436,-1.3142,3.5073,-0.73343,4.5089,-0.26061,0.1082,0.033736,4.9983,0.93942,4.9983,0.93942,1.7491,-0.25279,1.8653,-0.065813,2.3398,-0.01254,2.2656,-0.15342,25.461,8.4869,1,0,0.93103,0.48276,0.14217
0.65403,0.69602,-0.007686,0.9552,-0.31024,3.5319,-0.56587,4.4321,-0.20856,-0.19229,0.045213,5.0227,0.72417,5.0227,0.72417,1.7969,-0.21175,2.0441,-0.14299,2.3377,-0.10997,2.0798,-0.20407,25.816,8.6053,1,0,0.93103,0.51724,0.15765
0.62934,0.63362,-0.0093601,0.89346,0.50196,3.5852,-0.48407,3.9563,-0.20635,-0.27314,0.11717,5.0174,0.98445,5.0174,0.98445,1.8636,-0.25467,1.9923,-0.19915,2.0764,-0.14919,1.8506,-0.2531,26.128,8.7092,1,0,0.91792,0.51724,0.17241
0.66765,0.69837,-0.014558,0.96627,0.64741,3.5554,-0.40605,4.3589,-0.15892,-0.4789,0.056159,5.046,0.51886,5.046,0.51886,1.8424,-0.1726,2.2147,-0.21661,2.3357,-0.2029,1.9026,-0.25238,26.155,8.7182,1,0,0.93103,0.55013,0.17241
0.66308,0.6948,-0.014703,0.96057,0.7449,3.554,-0.37269,4.3523,-0.15237,-0.46002,0.074095,5.0554,0.5117,5.0554,0.5117,1.8484,-0.16716,2.2072,-0.19167,2.3335,-0.19959,1.9026,-0.24794,26.36,8.7866,1,0,0.93167,0.55172,0.17241
0.56417,0.6175,-0.017848,0.83708,2.8553,3.5219,0.34943,4.2075,-0.010721,-0.051184,0.46236,5.2602,0.35659,5.2602,0.35659,1.9772,-0.049483,2.0458,0.34817,2.2864,-0.12792,1.9015,-0.15174,30.798,10.266,1,0,0.94542,0.58621,0.17241
0.46939,0.54415,-0.0009561,0.71886,4.8603,3.8308,1.3984,4.3325,0.048714,0.92225,1.0378,6.2813,0.023431,6.2813,0.023431,2.0789,0.36958,1.8211,0.55966,2.0487,0.091151,2.0635,0.055495,38.128,12.709,1,0,0.96552,0.58621,0.14979
0.43532,0.51702,-0.015655,0.67624,5.5993,3.5875,1.403,4.1023,0.14971,0.66524,1.0324,5.7876,0.096208,5.7876,0.096208,2.1382,0.20062,1.8133,0.95483,2.1642,0.012975,1.9516,0.0099442,37.553,12.518,1,0,0.96552,0.62069,0.16526
0.46527,0.54019,-0.020992,0.71359,4.9658,3.4899,1.0715,4.0628,0.13093,0.35765,0.85063,5.4649,0.20148,5.4649,0.20148,2.106,0.068198,1.8843,0.888,2.2393,-0.056247,1.9004,-0.055538,35.236,11.745,1,0,0.95917,0.62069,0.17241
0.41958,0.50448,-0.022445,0.65655,5.9407,3.4751,1.4051,3.9959,0.19637,0.54651,1.03,5.5595,0.12983,5.5595,0.12983,2.1655,0.12256,1.8097,1.1374,2.2175,-0.023138,1.8999,-0.011098,37.287,12.429,1,0,0.96552,0.63662,0.17241
0.32957,0.39627,-0.01763,0.51571,7.051,3.4444,1.8184,3.5362,0.55168,0.92908,1.1115,5.125,0.86007,5.125,0.86007,2.1268,0.29538,1.818,1.5166,1.9917,0.23172,1.6436,0.1425,40.179,13.393,1,0,0.97291,0.65517,0.17241
0,0,0,0,12.682,3.6689,3.6689,2.1137,2.1137,1.8367,2.0997,4.2432,4.2432,4.2432,4.2432,1.5221,2.0222,1.7591,1.2591,0.91835,0.91835,1.0499,1.0499,55.655,18.552,1,0,1,0.65517,0.14192
0,0,0,0,11.888,3.4978,3.4978,1.9813,1.9813,2.0871,1.7496,3.8833,3.8833,3.8833,3.8833,1.7571,1.4669,1.8044,2.0946,1.0435,1.0435,0.8748,0.8748,53.175,17.725,1,0,1,0.68966,0.1574
0.16229,0.19513,-0.0086815,0.25395,9.1147,3.3872,2.5866,2.6817,1.2121,1.6401,1.263,4.3175,2.2173,4.3175,2.2173,2.0549,0.61658,1.8333,2.2214,1.5721,0.70543,1.1672,0.428,45.554,15.185,1,0,0.98666,0.68966,0.17241
0,0,-0,0,11.117,3.3318,3.3318,1.8528,1.8528,2.33,1.4099,3.5341,3.5341,3.5341,3.5341,1.9851,0.92819,1.8482,2.9052,1.165,1.165,0.70496,0.70496,50.769,16.923,1,0,1,0.72311,0.17241
0.07732,0.098187,0,0.12498,4.2311,0.8899,0.55856,-0.18172,-0.68383,0.51266,0.78824,2.7605,3.9153,4.0797,2.0556,0.32101,0.20058,0.49741,0.3121,0.13616,-0.24271,-0.25418,-0.41588,19.48,6.4935,1,1,0.68966,0,0.19723
1.1622,0.96437,-0.017966,1.5114,-1.4115,1.9015,0.31395,0.86175,-0.23701,0.06961,-0.31541,1.1508,0.69485,3.2366,1.0596,0.63643,0.003881,1.1193,0.14131,0.60088,-0.10573,0.46613,-0.12258,10.064,3.3548,1,1,0.68966,0.021543,0.2069
0.077221,0.098935,0,0.1255,4.0749,0.85669,0.53815,-0.16251,-0.65325,0.36515,0.83866,2.7666,3.8377,4.0124,2.0689,0.2294,0.1452,0.52918,0.33207,0.31696,-0.19389,-0.41243,-0.42467,19.065,6.3551,1,1,0.68107,0,0.2069
1.8139,1.4842,-0.028757,2.3439,-4.7069,2.5291,0.17928,1.477,0.012999,-0.10791,-1.0086,0.18021,-1.1929,2.7707,0.45341,0.88092,-0.080999,1.4738,0.026726,0.77142,-0.052778,0.99383,0.058878,4.6581,1.5527,1,1,0.69481,0.034483,0.2069
1.9043,1.4862,0.038044,2.416,-4.7967,2.7969,0.047615,1.7517,0.021608,-1.0101,-0.70666,0.21462,-1.6142,3.5874,0.60877,1.5553,0.037961,1.2352,-0.0048442,0.88439,0.035021,0.71554,0.055109,5.4146,1.8049,1,0,0.72414,0.034483,0.17389
0.44036,0.34753,-0.035593,0.56331,2.8575,3.1214,0.02788,1.537,-0.2581,0.24377,0.7099,5.7694,3.2013,4.4523,1.2383,1.3812,-0.03954,1.7566,-0.015688,0.76215,-0.093484,0.89283,-0.18993,27.355,9.1182,1,0,0.72414,0.068966,0.18936
0.4291,0.34305,-0.07211,0.55408,2.9235,2.8413,0.045916,1.3947,-0.21124,0.028255,0.71976,5.4908,3.1186,3.8925,1.0164,0.83522,-0.015139,1.9313,-0.012614,0.65152,-0.037958,0.88282,-0.23803,25.258,8.4193,1,1,0.70856,0.068966,0.2069
0.68395,0.65954,-0.12359,0.95861,0.20653,2.7787,-0.17876,2.4745,-0.17879,-0.11797,0.071238,2.4254,-0.27846,3.9254,0.93957,0.77847,-0.034054,1.901,-0.21002,0.79753,-0.050523,1.8184,-0.14749,16.921,5.6402,1,1,0.72414,0.10345,0.20484
0.68447,0.66024,-0.13114,0.96,0.24553,2.7479,-0.17502,2.4231,-0.18128,-0.11118,0.056336,2.3712,-0.30066,3.8741,0.93069,0.70743,-0.018159,1.9215,-0.21461,0.73962,-0.05,1.8378,-0.14925,16.655,5.5517,1,1,0.72231,0.10345,0.2069
