"u","v","w","vel_mag","f00","f01","f02","f03","f04","f05","f06","f07","f08","f09","f10","f11","f12","f13","f14","f15","f16","f17","f18","rho","press","fluid","ThID","Points:0","Points:1","Points:2"
0.68412,0.76414,0.004935,1.0256,-0.54894,3.6554,-0.31851,4.816,-0.26066,-0.41595,-0.519,5.8424,0.53028,5.8424,0.53028,1.6964,-0.088292,1.7807,-0.065381,2.245,-0.092709,2.1696,-0.153,26.646,8.882,1,0,0.93103,0.51724,0.10345
0.64109,0.70616,-0.038056,0.95452,-2.1035,3.4627,-0.74333,4.9118,-0.39884,-0.53762,0.15329,5.2571,1.1569,5.2571,1.1569,1.7419,0.050535,2.0643,-0.23449,2.0792,-0.010994,2.3865,-0.073219,25.576,8.5254,1,0,0.93103,0.48276,0.068966
0,0,0,0,11.76,3.9434,3.9434,1.96,1.96,1.7681,1.7945,4.7223,4.7223,4.7223,4.7223,1.4783,1.5771,1.5508,1.4519,0.88407,0.88407,0.89724,0.89724,55.64,18.547,1,0,1,0.55172,0.068966
0.41684,0.50687,-0.007438,0.6563,5.8991,3.7566,1.2197,3.9774,0.14788,0.61578,0.64036,6.142,0.14884,6.142,0.14884,2.1879,0.83771,1.9747,1.346,2.0412,0.17329,2.286,-0.096622,39.589,13.196,1,0,0.96552,0.55172,0.10345
-0,0,-0,0,11.336,3.1964,3.1964,1.8894,1.8894,2.0181,1.9718,3.4029,3.4029,3.4029,3.4029,1.7515,2.0925,2.1388,1.7978,1.0091,1.0091,0.9859,0.9859,50.88,16.96,1,0,1,0.58621,0.10345
0.41684,0.50687,-0.007438,0.6563,5.8991,3.7566,1.2197,3.9774,0.14788,0.61578,0.64036,6.142,0.14884,6.142,0.14884,2.1879,0.83771,1.9747,1.346,2.0412,0.17329,2.286,-0.096622,39.589,13.196,1,0,0.96552,0.58621,0.10345
0.57275,0.60513,-0.078224,0.83686,3.8788,4.536,1.1299,4.7261,-0.12629,-0.15523,1.1301,7.3774,-0.096242,7.3774,-0.096242,1.8045,-0.094391,2.0223,0.72767,1.3276,0.10281,1.8942,0.15383,37.62,12.54,1,0,0.96552,0.55172,0.068966
0,0,0,0,11.76,3.9434,3.9434,1.96,1.96,1.7681,1.7945,4.7223,4.7223,4.7223,4.7223,1.4783,1.5771,1.5508,1.4519,0.88407,0.88407,0.89724,0.89724,55.64,18.547,1,0,1,0.58621,0.068966
2.3959,2.0505,0.023721,3.1536,-5.8417,2.9235,0.098183,2.0746,0.036029,-1.0096,-0.95085,0.007151,-1.93,3.6297,0.49787,1.4935,-0.084699,1.1995,0.22389,0.9821,0.10314,0.93185,-0.023374,4.3609,1.4536,1,0,0.72414,0.034483,0.13793
0.43191,0.33683,0.008152,0.54778,3.6046,3.7576,0.079971,1.7856,-0.31518,0.55121,0.4857,7.0484,3.9806,5.3771,1.5148,1.8364,0.02654,1.8687,-0.036715,0.98341,-0.098235,0.8843,-0.17301,33.162,11.054,1,0,0.75862,0.068966,0.13793
0.42899,0.33332,0.006815,0.54331,3.6046,3.7576,0.057659,1.7856,-0.31518,0.55121,0.4857,7.0484,3.9831,5.3771,1.6062,1.8364,0.002639,1.8687,-0.016733,0.98341,-0.098235,0.8843,-0.17301,33.229,11.076,1,0,0.72414,0.068966,0.13793
2.0822,1.6946,0.014241,2.6847,-5.6936,2.855,-0.005204,1.8653,0.064302,-0.99801,-1.0548,0.052654,-1.7441,3.7446,0.58204,1.5194,0.17653,1.7148,0.002978,1.0543,0.035737,1.0607,-0.010133,5.2224,1.7408,1,0,0.72414,0.034483,0.10345
0.71126,0.70074,0.015382,0.99858,-0.72039,3.4704,-0.25298,3.62,-0.15035,-0.19649,-0.24206,3.3511,-0.21951,5.0727,1.0403,1.7971,-0.12506,1.7013,-0.18381,1.7459,-0.024762,1.6799,-0.085931,21.277,7.0924,1,0,0.75862,0.10345,0.13793
0.47694,0.45776,0.000116,0.66107,2.2975,3.6645,-0.34293,3.5394,-0.17353,0.16362,0.26481,6.0154,2.4838,5.2123,1.613,1.8939,-0.10083,1.8209,-0.11175,1.714,-0.029384,1.7682,-0.10452,31.589,10.53,1,0,0.7931,0.13793,0.13793
0.52083,0.51118,0.00382,0.72978,1.7685,3.6645,-0.15974,3.5796,-0.20103,0.16422,0.2074,6.0154,1.9891,5.2123,1.2106,1.8939,-0.096787,1.8209,-0.1191,1.7549,-0.046164,1.763,-0.11779,30.304,10.101,1,0,0.75862,0.13793,0.13793
0.72406,0.70937,-0.005394,1.0137,-1.1342,3.4106,-0.30377,3.4296,-0.20708,-0.084242,-0.24057,3.2736,-0.27027,5.0608,1.2387,1.5968,-0.15889,1.773,-0.17404,1.5675,-0.016748,1.7763,-0.12012,20.417,6.8057,1,0,0.75862,0.10345,0.10345
0.52434,0.51751,0.001442,0.73672,1.0852,3.5663,-0.33243,3.7009,-0.18407,0.073481,0.10038,5.2517,1.6061,5.1443,1.6266,1.8736,-0.11282,1.8032,-0.098637,1.7462,-0.035971,1.8118,-0.11328,28.512,9.5041,1,0,0.7931,0.2069,0.13793
0.59468,0.60966,0.003404,0.85167,-0.044543,3.5518,-0.096014,3.7973,-0.26254,0.052888,-0.10365,5.1347,1.0493,5.097,1.1451,1.8494,-0.14864,1.8317,-0.10074,1.8003,-0.065846,1.9085,-0.13713,26.259,8.753,1,0,0.82759,0.24138,0.13793
0.52051,0.51719,0.001278,0.73377,1.1501,3.5722,-0.33581,3.7176,-0.18407,0.086038,0.10909,5.1526,1.595,5.1443,1.6266,1.8791,-0.11603,1.8051,-0.11086,1.7934,-0.035971,1.8798,-0.11328,28.615,9.5383,1,0,0.7931,0.24138,0.13793
0.55544,0.55674,-0.005431,0.78645,0.48565,3.5091,-0.2858,3.703,-0.22439,0.1976,0.11924,5.2735,1.364,5.187,1.4349,1.8196,-0.1097,1.9037,-0.12741,1.7042,-0.032277,1.9811,-0.14656,27.756,9.2522,1,0,0.7931,0.2069,0.10345
0.58701,0.6041,0.002135,0.84233,-0.044543,3.5518,-0.096014,3.8602,-0.26254,0.052888,-0.10365,5.097,1.1451,5.097,1.1451,1.8494,-0.14864,1.8317,-0.10074,1.781,-0.065846,1.9223,-0.13713,26.374,8.7915,1,0,0.82759,0.27586,0.13793
0.56068,0.55759,0.008877,0.79079,1.3044,3.7243,-0.078685,3.732,-0.2264,0.32986,0.13077,5.5748,1.1031,5.5748,1.1031,1.94,-0.011738,1.8368,0.028266,1.6759,0.011227,1.7688,-0.080738,29.441,9.8135,1,0,0.86207,0.31034,0.13793
0.58701,0.6041,0.002135,0.84233,-0.044543,3.5518,-0.096014,3.8602,-0.26254,0.052888,-0.10365,5.097,1.1451,5.097,1.1451,1.8494,-0.14864,1.8317,-0.10074,1.781,-0.065846,1.9223,-0.13713,26.374,8.7915,1,0,0.82759,0.31034,0.13793
0.61512,0.63828,0.00493,0.88645,0.13993,3.4918,-0.024504,3.7295,-0.26841,0.059884,-0.085226,5.1929,0.80544,5.1929,0.80544,1.8129,0.077929,1.9113,-0.15264,1.7073,-0.047225,1.9885,-0.18004,26.158,8.7192,1,0,0.82759,0.27586,0.10345
0.56068,0.55759,0.008877,0.79079,1.3044,3.7243,-0.078685,3.732,-0.2264,0.32986,0.13077,5.5748,1.1031,5.5748,1.1031,1.94,-0.011738,1.8368,0.028266,1.6759,0.011227,1.7688,-0.080738,29.441,9.8135,1,0,0.86207,0.37931,0.13793
0.50197,0.44137,-0.003832,0.66842,0.95938,3.7263,-0.47177,3.4502,-0.21257,-0.22495,-0.091403,5.0537,2.4361,5.0537,2.4361,1.8155,-0.42765,1.8497,-0.49413,1.5597,-0.026318,1.6914,-0.15225,27.931,9.3103,1,0,0.89655,0.41379,0.13793
0.56068,0.55759,0.008877,0.79079,1.3044,3.7243,-0.078685,3.732,-0.2264,0.32986,0.13077,5.5748,1.1031,5.5748,1.1031,1.94,-0.011738,1.8368,0.028266,1.6759,0.011227,1.7688,-0.080738,29.441,9.8135,1,0,0.86207,0.41379,0.13793
0.46444,0.45654,-0.00093,0.65126,2.0713,3.5934,-0.18777,3.5336,-0.13258,0.46868,0.17921,5.3106,1.8655,5.3106,1.8655,1.8317,0.11883,1.9584,-0.067136,1.4415,0.022668,2.0156,-0.1738,31.026,10.342,1,0,0.86207,0.37931,0.10345
0.68412,0.76414,0.004935,1.0256,-0.54894,3.6554,-0.31851,4.816,-0.26066,-0.41595,-0.519,5.8424,0.53028,5.8424,0.53028,1.6964,-0.088292,1.7807,-0.065381,2.245,-0.092709,2.1696,-0.153,26.646,8.882,1,0,0.93103,0.44828,0.10345
0.50197,0.44137,-0.003832,0.66842,0.95938,3.7263,-0.47177,3.4502,-0.21257,-0.22495,-0.091403,5.0537,2.4361,5.0537,2.4361,1.8155,-0.42765,1.8497,-0.49413,1.5597,-0.026318,1.6914,-0.15225,27.931,9.3103,1,0,0.89655,0.44828,0.13793
0.63585,0.69288,0.001494,0.94042,-1.5895,3.5005,-0.77936,4.5299,-0.27488,0.19058,0.03059,4.9916,0.99843,4.9916,0.99843,1.736,-0.26404,1.8162,-0.044653,2.3404,0.014173,2.3166,-0.13953,25.363,8.4544,1,0,0.93103,0.48276,0.13793
0.50197,0.44137,-0.003832,0.66842,0.95938,3.7263,-0.47177,3.4502,-0.21257,-0.22495,-0.091403,5.0537,2.4361,5.0537,2.4361,1.8155,-0.42765,1.8497,-0.49413,1.5597,-0.026318,1.6914,-0.15225,27.931,9.3103,1,0,0.89655,0.48276,0.13793
0.56208,0.51363,-0.027835,0.76192,-1.4656,3.3481,-0.70202,3.5815,-0.33912,0.036244,0.11728,4.5708,2.0354,4.5708,2.0354,1.7044,-0.27221,2.0815,-0.32808,1.4117,-0.016846,1.7922,-0.13068,24.031,8.0102,1,0,0.89655,0.44828,0.10345
0.63585,0.69288,0.001494,0.94042,-1.5895,3.5005,-0.77936,4.5299,-0.27488,0.19058,0.03059,4.9916,0.99843,4.9916,0.99843,1.736,-0.26404,1.8162,-0.044653,2.3404,0.014173,2.3166,-0.13953,25.363,8.4544,1,0,0.93103,0.51724,0.13793
0.63585,0.69288,0.001494,0.94042,-1.5895,3.5005,-0.77936,4.5299,-0.27488,0.19058,0.03059,4.9916,0.99843,4.9916,0.99843,1.736,-0.26404,1.8162,-0.044653,2.3404,0.014173,2.3166,-0.13953,25.363,8.4544,1,0,0.93103,0.55172,0.13793
0.49549,0.56494,0.010303,0.75151,4.2943,4.0171,1.3949,4.5089,-0.02865,1.1191,1.0418,6.6595,-0.032316,6.6595,-0.032316,2.0336,0.49901,1.8271,0.25697,1.9602,0.15103,2.1493,0.090386,38.57,12.857,1,0,0.96552,0.58621,0.13793
0.63585,0.69288,0.001494,0.94042,-1.5895,3.5005,-0.77936,4.5299,-0.27488,0.19058,0.03059,4.9916,0.99843,4.9916,0.99843,1.736,-0.26404,1.8162,-0.044653,2.3404,0.014173,2.3166,-0.13953,25.363,8.4544,1,0,0.93103,0.58621,0.13793
0.68412,0.76414,0.004935,1.0256,-0.54894,3.6554,-0.31851,4.816,-0.26066,-0.41595,-0.519,5.8424,0.53028,5.8424,0.53028,1.6964,-0.088292,1.7807,-0.065381,2.245,-0.092709,2.1696,-0.153,26.646,8.882,1,0,0.93103,0.55172,0.10345
-0,0,-0,0,11.336,3.1964,3.1964,1.8894,1.8894,2.0181,1.9718,3.4029,3.4029,3.4029,3.4029,1.7515,2.0925,2.1388,1.7978,1.0091,1.0091,0.9859,0.9859,50.88,16.96,1,0,1,0.62069,0.10345
0.49549,0.56494,0.010303,0.75151,4.2943,4.0171,1.3949,4.5089,-0.02865,1.1191,1.0418,6.6595,-0.032316,6.6595,-0.032316,2.0336,0.49901,1.8271,0.25697,1.9602,0.15103,2.1493,0.090386,38.57,12.857,1,0,0.96552,0.62069,0.13793
-0,0,0,0,12.887,3.713,3.713,2.1478,2.1478,1.7722,2.19,4.336,4.336,4.336,4.336,1.4615,2.1653,1.7475,1.0437,0.88608,0.88608,1.095,1.095,56.295,18.765,1,0,1,0.65517,0.13793
0.49549,0.56494,0.010303,0.75151,4.2943,4.0171,1.3949,4.5089,-0.02865,1.1191,1.0418,6.6595,-0.032316,6.6595,-0.032316,2.0336,0.49901,1.8271,0.25697,1.9602,0.15103,2.1493,0.090386,38.57,12.857,1,0,0.96552,0.65517,0.13793
0.41684,0.50687,-0.007438,0.6563,5.8991,3.7566,1.2197,3.9774,0.14788,0.61578,0.64036,6.142,0.14884,6.142,0.14884,2.1879,0.83771,1.9747,1.346,2.0412,0.17329,2.286,-0.096622,39.589,13.196,1,0,0.96552,0.62069,0.10345
-0,0,-0,0,11.336,3.1964,3.1964,1.8894,1.8894,2.0181,1.9718,3.4029,3.4029,3.4029,3.4029,1.7515,2.0925,2.1388,1.7978,1.0091,1.0091,0.9859,0.9859,50.88,16.96,1,0,1,0.65517,0.10345
0.077208,0.098268,-0,0.12497,5.9112,1.2433,0.78035,-0.16729,-0.84252,0.88183,0.86514,3.5691,4.7829,4.9795,2.6176,0.56708,0.35645,0.54635,0.34235,0.13679,-0.26063,0.14257,-0.21488,26.237,8.7457,1,0,0.72414,0,0.13793
0.077573,0.096267,0,0.12363,4.6319,0.97512,0.61094,-0.23102,-0.76229,0.8912,0.65885,2.7448,4.1144,4.2523,2.0215,0.55609,0.3427,0.41587,0.26085,-0.32781,-0.36801,0.15191,-0.39331,20.546,6.8487,1,0,0.68966,0,0.17241
1.9083,1.4863,0.041021,2.4192,-4.8007,2.8088,0.041747,1.7639,0.021992,-1.0503,-0.69321,0.21616,-1.633,3.6238,0.61569,1.5853,0.043262,1.2246,-0.006251,0.88942,0.038934,0.70314,0.054941,5.4483,1.8161,1,0,0.72414,0.034483,0.17241
1.9083,1.4863,0.041021,2.4192,-4.8007,2.8088,0.041747,1.7639,0.021992,-1.0503,-0.69321,0.21616,-1.633,3.6238,0.61569,1.5853,0.043262,1.2246,-0.006251,0.88942,0.038934,0.70314,0.054941,5.4483,1.8161,1,0,0.68966,0.034483,0.17241
0.077208,0.098268,-0,0.12497,5.9112,1.2433,0.78035,-0.16729,-0.84252,0.88183,0.86514,3.5691,4.7829,4.9795,2.6176,0.56708,0.35645,0.54635,0.34235,0.13679,-0.26063,0.14257,-0.21488,26.237,8.7457,1,0,0.68966,0,0.13793
0.45125,0.35187,-0.000296,0.57222,2.7936,3.3921,0.010446,1.6745,-0.30339,0.45209,0.70038,6.0387,3.2812,4.9934,1.4527,1.9089,-0.063126,1.5877,-0.01866,0.86908,-0.14716,0.9025,-0.14344,29.381,9.7938,1,0,0.72414,0.068966,0.17241
0.67581,0.64852,-0.004651,0.93665,-0.40816,3.265,-0.23767,3.2846,-0.1396,-0.22502,0.3061,3.28,0.071304,4.7353,1.0795,1.8982,-0.28457,1.5776,-0.13773,1.7102,-0.058765,1.5119,-0.11972,21.108,7.0362,1,0,0.72414,0.10345,0.17241
0.53205,0.51083,0.005746,0.73761,1.7462,3.5253,-0.11567,3.0745,-0.21361,0.21608,0.46497,5.535,1.7085,4.9229,1.1017,1.9765,-0.17223,1.6766,-0.092531,1.7955,-0.085648,1.65,-0.13309,28.581,9.527,1,0,0.75862,0.13793,0.17241
0.52412,0.49878,0.00432,0.72353,1.7462,3.5253,-0.16003,3.0745,-0.21361,0.21608,0.46497,5.535,1.8336,4.9229,1.247,1.9765,-0.23092,1.6766,-0.1111,1.7955,-0.085648,1.65,-0.13309,28.73,9.5766,1,0,0.72414,0.13793,0.17241
0.69679,0.68533,0.012215,0.97742,-0.72039,3.4704,-0.26547,3.62,-0.15035,-0.19649,-0.24206,3.3511,-0.13048,5.0727,1.1549,1.7971,-0.16253,1.7013,-0.1561,1.7459,-0.024762,1.6799,-0.085931,21.459,7.1529,1,0,0.72414,0.10345,0.13793
0.50943,0.50798,0.001904,0.71942,1.2219,3.5567,-0.33525,3.7816,-0.18681,0.10403,0.12062,4.7875,1.6446,5.1453,1.6107,1.8707,-0.10703,1.784,-0.1046,1.7514,-0.036831,1.8444,-0.11605,28.337,9.4456,1,0,0.7931,0.17241,0.13793
0.58395,0.58899,0.006897,0.82943,0.66861,3.437,-0.16637,3.7045,-0.19706,0.055332,0.41348,4.4226,0.68478,4.9161,1.17,1.9408,-0.2203,1.6349,-0.12135,1.9103,-0.069963,1.6402,-0.12836,25.695,8.5651,1,0,0.75862,0.17241,0.17241
0.5214,0.51386,-0.003759,0.73207,0.96887,3.45,-0.38473,3.3992,-0.18939,0.042432,0.42944,5.0564,1.5859,4.9264,1.5624,1.8895,-0.21549,1.6375,0.044839,1.8847,-0.06311,1.6591,-0.12929,27.555,9.1849,1,0,0.7931,0.2069,0.17241
0.56908,0.56885,0.003373,0.80465,0.88002,3.45,-0.18724,3.484,-0.19888,0.049324,0.42307,5.0564,1.0934,4.9264,1.1576,1.8895,-0.21037,1.6375,-0.10798,1.9254,-0.072069,1.6675,-0.12848,26.735,8.9117,1,0,0.75862,0.2069,0.17241
0.5944,0.59723,0.005536,0.84263,0.82436,3.5567,-0.24836,3.8618,-0.1911,0.070818,0.006625,4.7875,0.64376,5.1453,1.2451,1.8707,-0.1357,1.784,-0.13088,1.7629,-0.042105,1.8317,-0.11171,26.531,8.8438,1,0,0.75862,0.17241,0.13793
0.53128,0.52344,-0.000668,0.74582,1.0388,3.461,-0.41103,3.4603,-0.18939,0.056817,0.41182,4.9351,1.3667,4.9264,1.5624,1.8971,-0.21832,1.6413,0.047064,1.9028,-0.06311,1.6227,-0.12929,27.319,9.1064,1,0,0.7931,0.24138,0.17241
0.52004,0.51264,-0.002009,0.73024,1.0388,3.461,-0.41103,3.4969,-0.18939,0.056817,0.41182,4.9264,1.5624,4.9264,1.5624,1.8971,-0.21832,1.6413,0.047064,1.8711,-0.06311,1.628,-0.12929,27.516,9.1721,1,0,0.7931,0.27586,0.17241
0.56266,0.57544,-8.5e-05,0.80481,-0.045387,3.4461,-0.17027,3.6606,-0.25102,-0.13416,0.48214,4.8527,1.2325,4.8527,1.2325,1.8678,-0.096218,1.6388,-0.043002,1.9582,-0.11443,1.5064,-0.10102,25.775,8.5916,1,0,0.82759,0.31034,0.17241
0.52004,0.51264,-0.002009,0.73024,1.0388,3.461,-0.41103,3.4969,-0.18939,0.056817,0.41182,4.9264,1.5624,4.9264,1.5624,1.8971,-0.21832,1.6413,0.047064,1.8711,-0.06311,1.628,-0.12929,27.516,9.1721,1,0,0.7931,0.31034,0.17241
0.51887,0.51522,0.000999,0.73122,1.1501,3.5722,-0.33581,3.7595,-0.18407,0.086038,0.10909,5.1443,1.6266,5.1443,1.6266,1.8791,-0.11603,1.8051,-0.11086,1.7637,-0.035971,1.8581,-0.11328,28.629,9.5429,1,0,0.7931,0.27586,0.13793
0.56068,0.55759,0.008877,0.79079,1.3044,3.7243,-0.078685,3.732,-0.2264,0.32986,0.13077,5.5748,1.1031,5.5748,1.1031,1.94,-0.011738,1.8368,0.028266,1.6759,0.011227,1.7688,-0.080738,29.441,9.8135,1,0,0.86207,0.34483,0.13793
0.56266,0.57544,-8.5e-05,0.80481,-0.045387,3.4461,-0.17027,3.6606,-0.25102,-0.13416,0.48214,4.8527,1.2325,4.8527,1.2325,1.8678,-0.096218,1.6388,-0.043002,1.9582,-0.11443,1.5064,-0.10102,25.775,8.5916,1,0,0.82759,0.34483,0.17241
0.55303,0.56259,0.021481,0.78918,0.74409,3.5561,0.031315,3.5823,-0.24401,0.092919,0.18848,5.3238,1.2536,5.3238,1.2536,1.9926,-0.060284,1.5826,-0.049011,1.7934,-0.054999,1.6225,-0.17715,27.756,9.2519,1,0,0.86207,0.37931,0.17241
0.56266,0.57544,-8.5e-05,0.80481,-0.045387,3.4461,-0.17027,3.6606,-0.25102,-0.13416,0.48214,4.8527,1.2325,4.8527,1.2325,1.8678,-0.096218,1.6388,-0.043002,1.9582,-0.11443,1.5064,-0.10102,25.775,8.5916,1,0,0.82759,0.37931,0.17241
0.58701,0.6041,0.002135,0.84233,-0.044543,3.5518,-0.096014,3.8602,-0.26254,0.052888,-0.10365,5.097,1.1451,5.097,1.1451,1.8494,-0.14864,1.8317,-0.10074,1.781,-0.065846,1.9223,-0.13713,26.374,8.7915,1,0,0.82759,0.34483,0.13793
0.55303,0.56259,0.021481,0.78918,0.74409,3.5561,0.031315,3.5823,-0.24401,0.092919,0.18848,5.3238,1.2536,5.3238,1.2536,1.9926,-0.060284,1.5826,-0.049011,1.7934,-0.054999,1.6225,-0.17715,27.756,9.2519,1,0,0.86207,0.41379,0.17241
0.55303,0.56259,0.021481,0.78918,0.74409,3.5561,0.031315,3.5823,-0.24401,0.092919,0.18848,5.3238,1.2536,5.3238,1.2536,1.9926,-0.060284,1.5826,-0.049011,1.7934,-0.054999,1.6225,-0.17715,27.756,9.2519,1,0,0.86207,0.44828,0.17241
0.56693,0.52811,-0.00089,0.7748,0.26495,3.6338,-0.61121,3.3002,-0.28364,0.062155,0.21658,4.9709,1.7432,4.9709,1.7432,1.8982,-0.38842,1.6298,-0.17069,1.6538,-0.061652,1.7659,-0.25428,26.084,8.6946,1,0,0.89655,0.48276,0.17241
0.55303,0.56259,0.021481,0.78918,0.74409,3.5561,0.031315,3.5823,-0.24401,0.092919,0.18848,5.3238,1.2536,5.3238,1.2536,1.9926,-0.060284,1.5826,-0.049011,1.7934,-0.054999,1.6225,-0.17715,27.756,9.2519,1,0,0.86207,0.48276,0.17241
0.56068,0.55759,0.008877,0.79079,1.3044,3.7243,-0.078685,3.732,-0.2264,0.32986,0.13077,5.5748,1.1031,5.5748,1.1031,1.94,-0.011738,1.8368,0.028266,1.6759,0.011227,1.7688,-0.080738,29.441,9.8135,1,0,0.86207,0.44828,0.13793
0.56693,0.52811,-0.00089,0.7748,0.26495,3.6338,-0.61121,3.3002,-0.28364,0.062155,0.21658,4.9709,1.7432,4.9709,1.7432,1.8982,-0.38842,1.6298,-0.17069,1.6538,-0.061652,1.7659,-0.25428,26.084,8.6946,1,0,0.89655,0.51724,0.17241
0.66765,0.69837,-0.014558,0.96627,0.64741,3.5554,-0.40605,4.3589,-0.15892,-0.4789,0.056159,5.046,0.51886,5.046,0.51886,1.8424,-0.1726,2.2147,-0.21661,2.3357,-0.2029,1.9026,-0.25238,26.155,8.7182,1,0,0.93103,0.55172,0.17241
0.56693,0.52811,-0.00089,0.7748,0.26495,3.6338,-0.61121,3.3002,-0.28364,0.062155,0.21658,4.9709,1.7432,4.9709,1.7432,1.8982,-0.38842,1.6298,-0.17069,1.6538,-0.061652,1.7659,-0.25428,26.084,8.6946,1,0,0.89655,0.55172,0.17241
0.50197,0.44137,-0.003832,0.66842,0.95938,3.7263,-0.47177,3.4502,-0.21257,-0.22495,-0.091403,5.0537,2.4361,5.0537,2.4361,1.8155,-0.42765,1.8497,-0.49413,1.5597,-0.026318,1.6914,-0.15225,27.931,9.3103,1,0,0.89655,0.51724,0.13793
0.66765,0.69837,-0.014558,0.96627,0.64741,3.5554,-0.40605,4.3589,-0.15892,-0.4789,0.056159,5.046,0.51886,5.046,0.51886,1.8424,-0.1726,2.2147,-0.21661,2.3357,-0.2029,1.9026,-0.25238,26.155,8.7182,1,0,0.93103,0.58621,0.17241
0.66765,0.69837,-0.014558,0.96627,0.64741,3.5554,-0.40605,4.3589,-0.15892,-0.4789,0.056159,5.046,0.51886,5.046,0.51886,1.8424,-0.1726,2.2147,-0.21661,2.3357,-0.2029,1.9026,-0.25238,26.155,8.7182,1,0,0.93103,0.62069,0.17241
0.41958,0.50448,-0.022445,0.65655,5.9407,3.4751,1.4051,3.9959,0.19637,0.54651,1.03,5.5595,0.12983,5.5595,0.12983,2.1655,0.12256,1.8097,1.1374,2.2175,-0.023138,1.8999,-0.011098,37.287,12.429,1,0,0.96552,0.65517,0.17241
0.66765,0.69837,-0.014558,0.96627,0.64741,3.5554,-0.40605,4.3589,-0.15892,-0.4789,0.056159,5.046,0.51886,5.046,0.51886,1.8424,-0.1726,2.2147,-0.21661,2.3357,-0.2029,1.9026,-0.25238,26.155,8.7182,1,0,0.93103,0.65517,0.17241
0.63585,0.69288,0.001494,0.94042,-1.5895,3.5005,-0.77936,4.5299,-0.27488,0.19058,0.03059,4.9916,0.99843,4.9916,0.99843,1.736,-0.26404,1.8162,-0.044653,2.3404,0.014173,2.3166,-0.13953,25.363,8.4544,1,0,0.93103,0.62069,0.13793
-0,0,0,0,12.887,3.713,3.713,2.1478,2.1478,1.7722,2.19,4.336,4.336,4.336,4.336,1.4615,2.1653,1.7475,1.0437,0.88608,0.88608,1.095,1.095,56.295,18.765,1,0,1,0.68966,0.13793
0.41958,0.50448,-0.022445,0.65655,5.9407,3.4751,1.4051,3.9959,0.19637,0.54651,1.03,5.5595,0.12983,5.5595,0.12983,2.1655,0.12256,1.8097,1.1374,2.2175,-0.023138,1.8999,-0.011098,37.287,12.429,1,0,0.96552,0.68966,0.17241
0,0,-0,0,11.117,3.3318,3.3318,1.8528,1.8528,2.33,1.4099,3.5341,3.5341,3.5341,3.5341,1.9851,0.92819,1.8482,2.9052,1.165,1.165,0.70496,0.70496,50.769,16.923,1,0,1,0.72414,0.17241
0.41958,0.50448,-0.022445,0.65655,5.9407,3.4751,1.4051,3.9959,0.19637,0.54651,1.03,5.5595,0.12983,5.5595,0.12983,2.1655,0.12256,1.8097,1.1374,2.2175,-0.023138,1.8999,-0.011098,37.287,12.429,1,0,0.96552,0.72414,0.17241
0.49549,0.56494,0.010303,0.75151,4.2943,4.0171,1.3949,4.5089,-0.02865,1.1191,1.0418,6.6595,-0.032316,6.6595,-0.032316,2.0336,0.49901,1.8271,0.25697,1.9602,0.15103,2.1493,0.090386,38.57,12.857,1,0,0.96552,0.68966,0.13793
-0,0,0,0,12.887,3.713,3.713,2.1478,2.1478,1.7722,2.19,4.336,4.336,4.336,4.336,1.4615,2.1653,1.7475,1.0437,0.88608,0.88608,1.095,1.095,56.295,18.765,1,0,1,0.72414,0.13793
0.077221,0.098935,0,0.1255,4.0749,0.85669,0.53815,-0.16251,-0.65325,0.36515,0.83866,2.7666,3.8377,4.0124,2.0689,0.2294,0.1452,0.52918,0.33207,0.31696,-0.19389,-0.41243,-0.42467,19.065,6.3551,1,1,0.65517,0,0.2069
1.8139,1.4842,-0.028757,2.3439,-4.7069,2.5291,0.17928,1.477,0.012999,-0.10791,-1.0086,0.18021,-1.1929,2.7707,0.45341,0.88092,-0.080999,1.4738,0.026726,0.77142,-0.052778,0.99383,0.058878,4.6581,1.5527,1,1,0.68966,0.034483,0.2069
1.8139,1.4842,-0.028757,2.3439,-4.7069,2.5291,0.17928,1.477,0.012999,-0.10791,-1.0086,0.18021,-1.1929,2.7707,0.45341,0.88092,-0.080999,1.4738,0.026726,0.77142,-0.052778,0.99383,0.058878,4.6581,1.5527,1,1,0.65517,0.034483,0.2069
0.077573,0.096267,0,0.12363,4.6319,0.97512,0.61094,-0.23102,-0.76229,0.8912,0.65885,2.7448,4.1144,4.2523,2.0215,0.55609,0.3427,0.41587,0.26085,-0.32781,-0.36801,0.15191,-0.39331,20.546,6.8487,1,0,0.65517,0,0.17241
0.68447,0.66024,-0.13114,0.96,0.24553,2.7479,-0.17502,2.4231,-0.18128,-0.11118,0.056336,2.3712,-0.30066,3.8741,0.93069,0.70743,-0.018159,1.9215,-0.21461,0.73962,-0.05,1.8378,-0.14925,16.655,5.5517,1,1,0.68966,0.10345,0.2069
0.55355,0.54763,-0.10717,0.78601,0.77831,2.8329,-0.14925,2.6395,-0.18296,-0.035687,0.25011,4.0485,1.1148,3.9447,0.98857,0.79725,-0.021025,1.9153,-0.16152,0.79976,-0.058323,1.9135,-0.1572,21.257,7.0857,1,1,0.72414,0.13793,0.2069
